sctid,fsn/term,pt/term,conceptId,batch
,Entire microscopic testis (body structure),Entire microscopic testis,732095002,sex structure
,Entire paratesticular structure (body structure),Entire paratesticular structure,732162006,sex structure
,Entire descended testis (body structure),Entire descended testis,732169002,sex structure
,Structure of left hemiscrotum (body structure),Structure of left hemiscrotum,734761008,sex structure
,Structure of right hemiscrotum (body structure),Structure of right hemiscrotum,734762001,sex structure
,Structure of tunica of left testis (body structure),Structure of tunica of left testis,735180009,sex structure
,Structure of tunica of right testis (body structure),Structure of tunica of right testis,735181008,sex structure
,Structure of female pelvis (body structure),Female pelvis,736982006,sex structure
,Entire female pelvis (body structure),Entire female pelvis,736983001,sex structure
,Entire left margin of uterus (body structure),Entire left margin of uterus,7376007,sex structure
,Entire left ovarian vein (body structure),Entire left ovarian vein,73810003,sex structure
,Structure of region of left superolateral angle of uterine body (body structure),Left lateral angle of body of uterus,740601009,sex structure
,Structure of region of right superolateral angle of uterine body (body structure),Right lateral angle of body of uterus,740602002,sex structure
,Structure of tubal end of ovary (body structure),Structure of tubal end of ovary,74240004,sex structure
,Structure of transverse cervical ligament (body structure),Cardinal ligament,74260007,sex structure
,Structure of right seminal vesicle (body structure),Right seminal vesicle,74308000,sex structure
,Structure of proper ovarian ligament (body structure),Ovarian ligament,7435002,sex structure
,Structure of right epididymis (body structure),Right epididymis,74475002,sex structure
,Skin structure of frenulum of penis (body structure),Skin of frenulum of penis,74742006,sex structure
,Corpus penis structure (body structure),Body of penis,75279004,sex structure
,Structure of parenchyma of testis (body structure),Parenchyma of testis,75454004,sex structure
,Seminal colliculus structure (body structure),Seminal colliculus,75943001,sex structure
,Structure of ligament of epididymis (body structure),Ligament of epididymis,76125008,sex structure
,Structure of uterine serosa (body structure),Perimetrium,76195004,sex structure
,Part of left fallopian tube (body structure),Part of left fallopian tube,763156004,sex structure
,Part of right fallopian tube (body structure),Part of right fallopian tube,763157008,sex structure
,Structure of vestibular bulb of vagina (body structure),Structure of vestibular bulb of vagina,76420007,sex structure
,Structure of primary ovarian follicle (body structure),Primary ovarian follicle,76720008,sex structure
,Skin structure of prepuce of clitoris (body structure),Skin of prepuce of clitoris,76723005,sex structure
,Vaginal structure (body structure),Vagina,76784001,sex structure
,Structure of inferior aberrant ductule of epididymis (body structure),Inferior aberrant ductule of epididymis,76989004,sex structure
,Structure of penile fascia (body structure),Penile fascia,77049000,sex structure
,Structure of orifice of prostatic duct (body structure),Orifice of prostatic duct,77074002,sex structure
,Structure of dorsum of penis (body structure),Dorsum of penis,77271002,sex structure
,Entire posterior rugal column (body structure),Entire posterior rugal column,77466006,sex structure
,Structure of mesovarian margin of ovary (body structure),Mesovarian margin of ovary,7755000,sex structure
,Structure of submucous part of myometrium (body structure),Structure of submucous part of myometrium,77629005,sex structure
,Structure of mesometrium (body structure),Mesometrium,77757006,sex structure
,Structure of mucous membrane of isthmus uteri (body structure),Mucosa of isthmus uteri,782851005,sex structure
,Entire mucous membrane of isthmus uteri (body structure),Entire mucosa of isthmus uteri,782853008,sex structure
,Structure of left ovarian follicle (body structure),Structure of left ovarian follicle,782927001,sex structure
,Structure of right ovarian follicle (body structure),Structure of right ovarian follicle,782928006,sex structure
,Structure of right greater vestibular gland (body structure),Structure of right Bartholin gland,784259001,sex structure
,Structure of left greater vestibular gland (body structure),Structure of left Bartholin gland,784260006,sex structure
,Structure of rete ovarii (body structure),Rete ovarii,78519007,sex structure
,Structure of testicular vein within scrotum (body structure),Structure of testicular vein within scrotum,786711003,sex structure
,Structure of artery within testes (body structure),Structure of artery within testes,786712005,sex structure
,Structure of inferior pole of testis (body structure),Inferior pole of testis,78679006,sex structure
,Structure of venous drainage from and/or within uterus (body structure),Structure of venous drainage from and/or within uterus,786861000,sex structure
,Structure of arterial supply to and/or within uterus (body structure),Structure of arterial supply to and/or within uterus,786862007,sex structure
,Structure of artery within uterus (body structure),Structure of artery within uterus,786863002,sex structure
,Structure of vein within uterus (body structure),Structure of vein within uterus,786864008,sex structure
,Structure of vasculature within uterus (body structure),Structure of vasculature within uterus,786865009,sex structure
